column,action,method,reason,source_label,source_url
LBXLYPCT_lymphocyte_percent,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXMC_mean_cell_hgb_conc_g_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXMFOS_sm_pfos_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXMOPCT_monocyte_percent,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXMPAH_2_n_methyl_pfosa_acetic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXMPSI_mean_platelet_volume_fl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXNEPCT_segmented_neutrophils_percent,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXNFOA_n_perfluorooctanoic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXNFOS_n_perfluorooctane_sulfonic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXNRBC_nucleated_red_blood_cells_100_wbc,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXPFDE_perfluorodecanoic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXPFHS_perfluorohexane_sulfonic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXPFNA_perfluorononanoic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXPFUA_perfluoroundecanoic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXPG4_progesterone_ng_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXRDW_red_cell_distribution_width,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSBU_blood_urea_nitrogen_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSCH_cholesterol_refrigerated_serum_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSCK_creatine_phosphokinase_cpk_iu_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSCLSI_chloride_mmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSF1SI_5_methyl_tetrahydrofolate_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSF2SI_folic_acid_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSF3SI_5_formyl_tetrahydrofolate_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSF4SI_tetrahydrofolate_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSF5SI_5_10_methenyl_tetrahydrofolate_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSF6SI_mefox_oxidation_product_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSGB_globulin_g_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSGL_glucose_refrigerated_serum_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSHBG_shbg_nmol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSLDSI_lactate_dehydrogenase_ldh_iu_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSOSSI_osmolality_mmol_kg,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSPH_phosphorus_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSTR_triglycerides_refrig_serum_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXSUA_uric_acid_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXTFR_transferrin_receptor_mg_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXTHG_blood_mercury_total_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXUIB_uibc_serum_ug_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXV07N_blood_heptane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXV08N_blood_octane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXV2A_blood_1_2_dichloroethane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXV4C_blood_tetrachloroethene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVBF_blood_bromoform_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVBM_blood_bromodichloromethane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVBZN_blood_benzonitrile_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVBZ_blood_benzene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVC6_blood_cyclohexane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVCF_blood_chloroform_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVCM_blood_dibromochloromethane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVDB_blood_1_4_dichlorobenzene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVEA_blood_ethyl_acetate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVEB_blood_ethylbenzene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVFN_blood_furan_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVIBN_blood_isobutyronitrile_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVMCP_blood_methylcyclopentane_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVME_blood_mtbe_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVOX_blood_o_xylene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVTC_blood_trichloroethene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVTHF_blood_tetrahydrofuran_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
LBXVXY_blood_m_p_xylene_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAALCHR_alcohol_fast_time_hours,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAALCMN_alcohol_fast_time_minutes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAANTHR_antacids_laxatives_fast_time_hours,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAANTMN_antacids_laxatives_fast_time_minutes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHACOFHR_coffee_tea_fast_time_hours,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHACOFMN_coffee_tea_fast_time_minutes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAFSTHR_total_length_of_food_fast_hours,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAFSTMN_total_length_of_food_fast_minutes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAGUMHR_gum_mints_cough_drops_fast_time_hours,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHAGUMMN_gum_mints_cough_fast_time_minutes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHASUPHR_dietary_supplements_fast_time_hours,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
PHASUPMN_dietary_supplements_fast_time_minutes,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SEQN.1,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSAGP_alpha_1_acid_glycoprotein_g_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSBPPP_4_tert_butyl_phenyl_phenyl_phosphateug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSIPPP_2_isopropyl_phenyl_phenyl_phosphateug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSMEASQ_measles_igg_antibody_mba_quantitative,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSMMAC_n_acetyl_s_methyl_l_cysteine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSMUMPQ_mumps_igg_antibody_mba_quantitative,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSPPMA_ppma_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSRUBQ_rubella_igg_antibody_mba_quantitative,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
SSVARMQ_varicella_igg_antibody_mba_quantitative,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDACT_albumin_creatinine_ratio_mg_g,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDFLOW1_urine_1_flow_rate_ml_min,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDFLOW2_urine_2_flow_rate_ml_min,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDFLOW3_urine_3_flow_rate_ml_min,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDTIME1_minutes_b_w_last_urination_urine_1,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDTIME2_minutes_b_w_urine_1_urine_2,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URDTIME3_minutes_b_w_urine_2_urine_3,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URX2MH_2_methylhippuric_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URX34M_3_methipurc_acd_4_methipurc_acd_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXAAM_n_ace_s_2_carbamoylethyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXAMC_n_ace_s_n_methlcarbamoyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXATC_2_amnothiazolne_4_carbxylic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXBCEP_bis_2_chloroethyl_phosphate,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXBCPP_bis_1_chloro_2_propyl_phosphate,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXBDCP_bis_1_3_dichloro_2_propyl_phosphate,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXBMA_n_acetyl_s_benzyl_l_cysteine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXBPM_n_acetyl_s_n_propyl_l_cysteine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXCEM_n_acetyl_s_2_carbxyethyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXCRS_creatinine_urine_umol_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXCYHA_cyha_cysteine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXCYM_n_acetyl_s_2_cyanoethyl_l_cyst_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXDBUP_dibutyl_phosphate,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXDHB_n_ace_s_3_4_dihidxybutl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXDPHP_diphenyl_phosphate,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXGAM_n_ac_s_2_carbmo_2_hydxel_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXHEM_n_ace_s_2_hydroxyethyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXHP2_n_ace_s_2_hydroxypropyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXHPM_n_ace_s_3_hydroxypropyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXIPM3_ipm3_cysteine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXMAD_mandelic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXMB3_n_a_s_4_hydrxy_2_butenyl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXMUCA_trans_trans_muconic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXNO3_nitrate_urine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXOP1_dimethylphosphate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXOP2_diethylphosphate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXOP3_dimethylthiophosphate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXOP4_diethylthiophosphate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXOP5_dimethyldithiophosphate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXOP6_diethyldithiophosphate_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXPHG_phenylglyoxylic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXPHMA_phenylmercapturic_acid_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXPMM_n_a_s_3_hydrxprpl_1_metl_l_cys_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXSCN_thiocyanate_urine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXTBBA_2_3_4_5_tetrabromobenzoic_acid,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXTTC_2_thioxothiazolidine_4_carboxylic_acid,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUAB_urinary_arsenobetaine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUAC_urinary_arsenocholine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUAS3_urinary_arsenous_acid_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUAS5_urinary_arsenic_acid_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUAS_arsenic_total_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUBA_barium_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUCD_cadmium_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUCM_chromium_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUCO_cobalt_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUCR_creatinine_urine_mg_dl,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUCS_cesium_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUDMA_urinary_dimethylarsinic_acid_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUHG_urine_mercury_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUIO_iodine_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUMA_albumin_urine_ug_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUMMA_urinary_monomethylarsonic_acid_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUMN_manganese_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUMO_molybdenum_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUMS_albumin_urine_mg_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUNI_nickel_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUP8_perchlorate_urine_ng_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUPB_lead_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUSB_antimony_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUSN_tin_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUTL_thallium_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXUTU_tungsten_urine_ug_l,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXVOL1_the_volume_of_urine_collection_1_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXVOL2_the_volume_of_urine_collection_2_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
URXVOL3_the_volume_of_urine_collection_3_ml,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTFOLPRP__p_folfms,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTFOLPRP_folate_folate_form_weight_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAFPRP__p_ins,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAFPRP__p_trigly,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAFPRP_fasting_subsample_weight,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_pernt,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_uas,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_ucm,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_uhg,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_uio,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_um,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_uni,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_utas,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP__p_uvoc,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSAPRP_subsample_a_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSBAPRP_subsample_ba_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSBPRP__p_opd,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSBPRP_subsample_b_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSSAGPP_surplus_specimen_agp_weights_prepandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSSAPP_surplus_specimen_a_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSSBPP_surplus_specimen_b_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSSMMPP_surplus_spec_mmrv_weights_prepandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTSVOCPR_voc_subsample_weight_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
WTTSTPP_tst_subsample_weights_pre_pandemic,zscore_normalize,sex_age_stratified_zscore_with_gender_then_global_fallback,Continuous numeric column without a curated reference rule.,,
